# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 151K of event 'cycles'
# Event count (approx.): 553633736228
#
# Children      Self  Symbol                                          IPC   [IPC Coverage]
# ........  ........  ..............................................  ....................
#
     0.00%     0.00%  [.] 0x0134360c7c50e78a                          -      -            
     0.00%     0.00%  [.] 0xe0e224d7817dea8f                          -      -            
     0.00%     0.00%  [.] 0xbb7cbe0b05395ceb                          -      -            
     0.00%     0.00%  [.] 0x4d4b30d733e69e56                          -      -            
     0.00%     0.00%  [.] 0x6b3287edd8bde284                          -      -            
     0.00%     0.00%  [.] 0x42dcbdd5909e90a5                          -      -            
     0.00%     0.00%  [.] 0x4610ed30bba98e9b                          -      -            
     0.00%     0.00%  [.] 0xfc9eb2dc306c5479                          -      -            
     0.00%     0.00%  [.] 0xfdbf36686229f042                          -      -            
     0.00%     0.00%  [.] 0x0af202951503638d                          -      -            
     0.00%     0.00%  [.] 0x8cf6835285cd6c39                          -      -            
     0.00%     0.00%  [.] 0x538bfdeccd553480                          -      -            
     0.00%     0.00%  [.] 0x0597f31a64ea714d                          -      -            
     0.00%     0.00%  [.] 0x850add5cef29aca9                          -      -            
     0.00%     0.00%  [.] 0x05ec5fa1cac6296a                          -      -            
     0.00%     0.00%  [.] 0xf0af9d48571be989                          -      -            
     0.00%     0.00%  [.] 0x6b62a8ec3d847a9d                          -      -            
     0.00%     0.00%  [.] 0xedd4f83f11c75a20                          -      -            
     0.00%     0.00%  [.] 0x88c773eacb33b26b                          -      -            
     0.00%     0.00%  [.] 0x39ce4964609c17e1                          -      -            
     0.00%     0.00%  [.] 0x106e5513c5a17f8c                          -      -            
     0.00%     0.00%  [.] 0x1c67f7a9fb8af838                          -      -            
     0.00%     0.00%  [.] 0x152fae18097bf6ca                          -      -            
     0.00%     0.00%  [.] 0x4fa301c4f33a5bc7                          -      -            
     0.00%     0.00%  [.] 0x92adf99ea873f250                          -      -            
     0.00%     0.00%  [.] 0xd9f7ac948ab8fc8f                          -      -            
     0.00%     0.00%  [.] 0x16335149fc2c9fea                          -      -            
     0.00%     0.00%  [.] 0x0e6d6566193d5a82                          -      -            
     0.00%     0.00%  [.] 0x72622c5e0a90aa0d                          -      -            
     0.00%     0.00%  [.] 0x60c7adbe35b06227                          -      -            
     0.00%     0.00%  [.] 0xa1c7453485ce90c0                          -      -            
     0.00%     0.00%  [.] 0xc328111faba51f7b                          -      -            
     0.00%     0.00%  [.] 0xc0cc8267b34e83dd                          -      -            
     0.00%     0.00%  [.] 0x6d7e82b0964aaf9f                          -      -            
     0.00%     0.00%  [.] 0xbbccf8a6614ddeaa                          -      -            
     0.00%     0.00%  [.] 0x05ab0cd24c185faa                          -      -            
     0.00%     0.00%  [.] 0x925aba65473c2c19                          -      -            
     0.00%     0.00%  [.] 0xe58315979c6d7875                          -      -            
     0.00%     0.00%  [.] 0x59dd8fb29907b773                          -      -            
     0.00%     0.00%  [.] 0x93f3b7c542581bdb                          -      -            
     0.00%     0.00%  [.] 0x460b678f4c93920f                          -      -            
     0.00%     0.00%  [.] 0x6c1e46aa50a9021f                          -      -            
     0.00%     0.00%  [.] 0x7d41486d958fd960                          -      -            
     0.00%     0.00%  [.] 0x795d39efd4e9fea8                          -      -            
     0.00%     0.00%  [.] 0x84baef8f28325498                          -      -            
     0.00%     0.00%  [.] 0x0fa6470210310b0a                          -      -            
     0.00%     0.00%  [.] 0x85a9532621b5e799                          -      -            
     0.00%     0.00%  [.] 0x5e81e5cfb62bf773                          -      -            
     0.00%     0.00%  [.] 0xbca404594048ae42                          -      -            
     0.00%     0.00%  [.] 0x02365a8e6a68826f                          -      -            
     0.00%     0.00%  [.] 0x3289e74f46f9ff75                          -      -            
     0.00%     0.00%  [.] 0x663f4b7b778e3e20                          -      -            
     0.00%     0.00%  [.] 0x7bb1fac33d5173d8                          -      -            
     0.00%     0.00%  [.] 0x63f0e40eeb1250f4                          -      -            
     0.00%     0.00%  [.] 0x51961642d53795e6                          -      -            
     0.00%     0.00%  [.] 0x43ebb74d443bf426                          -      -            
     0.00%     0.00%  [.] 0xddb29d4cf4ebc887                          -      -            
     0.00%     0.00%  [.] 0xec00209d3d434280                          -      -            
     0.00%     0.00%  [.] 0x5982c8b23636a39a                          -      -            
     0.00%     0.00%  [.] 0x6abcf89ccd6adc33                          -      -            
     0.00%     0.00%  [.] 0x2b969914d00e46df                          -      -            
     0.00%     0.00%  [.] 0x150dcc1bd8e6da7a                          -      -            
     0.00%     0.00%  [.] 0xc0e57dcbfbdc71dc                          -      -            
     0.00%     0.00%  [.] 0x4470a15e60a66442                          -      -            
     0.00%     0.00%  [.] 0xe6295d4a79dd2daf                          -      -            
     0.00%     0.00%  [.] 0x8753ad56955f1ea5                          -      -            
     0.00%     0.00%  [.] 0x9a97762a5f3d9ec8                          -      -            
     0.00%     0.00%  [.] 0xb6ec87f8266e04dd                          -      -            
     0.00%     0.00%  [.] 0xec0abe028752cb69                          -      -            
     0.00%     0.00%  [.] 0xd400f234ac4da9c5                          -      -            
     0.00%     0.00%  [.] 0x7013bd7d154e793e                          -      -            
     0.00%     0.00%  [.] 0xa84dd441e2145f07                          -      -            
     0.00%     0.00%  [.] 0xc06a1b51e0d8cb74                          -      -            
     0.00%     0.00%  [.] 0xc5ca47444a930b2e                          -      -            
     0.00%     0.00%  [.] 0xb0f90ea352356ccf                          -      -            
     0.00%     0.00%  [.] 0xea423798e39abecd                          -      -            
     0.00%     0.00%  [.] 0x23a4a394c05139cb                          -      -            
     0.00%     0.00%  [.] 0x5a5ce8a8dd782a51                          -      -            
     0.00%     0.00%  [.] 0x5ccbcdb3e429130f                          -      -            
     0.00%     0.00%  [.] 0x8fff102a873b436b                          -      -            
     0.00%     0.00%  [.] 0x40f59f1dd35d6dac                          -      -            
     0.00%     0.00%  [.] 0xd35a03888f81dd35                          -      -            
     0.00%     0.00%  [.] 0x77fe89135082e5b6                          -      -            
     0.00%     0.00%  [.] 0x56fafbcc84930218                          -      -            
     0.00%     0.00%  [.] 0xc8c60781f924c1f0                          -      -            
     0.00%     0.00%  [.] 0xe853678ddf4f9f88                          -      -            
     0.00%     0.00%  [.] 0x01a53153a06af9d4                          -      -            
     0.00%     0.00%  [.] 0x30c172e0a8fd356e                          -      -            
     0.00%     0.00%  [.] 0xafb82e03ece8a537                          -      -            
     0.00%     0.00%  [.] 0xf71d0894aebb35e0                          -      -            
     0.00%     0.00%  [.] 0x519472479e4f37bc                          -      -            
     0.00%     0.00%  [.] 0x21485a87fc6d2285                          -      -            
     0.00%     0.00%  [.] 0x992776e265014ad3                          -      -            
     0.00%     0.00%  [.] 0x2e2853e6f50af58f                          -      -            
